acronym,color_hex_triplet,graph_order,id,name,parent_structure_id,ontology_prefix
AOPd,#6CA9BF,2471,DHBA:12191,"accessory nuclei of optic tract, dorsal nucleus",DHBA:12190,DHBA
AOPl,#6CA9BF,2472,DHBA:12192,"accessory nuclei of optic tract, lateral nucleus",DHBA:12190,DHBA
AOPm,#6CA9BF,2473,DHBA:12193,"accessory nuclei of optic tract, medial nucleus",DHBA:12190,DHBA
MTg,#5298AE,2474,DHBA:12195,midbrain tegmentum,DHBA:10649,DHBA
MEN,#7EB3C9,2475,DHBA:12196,efferent nuclei of the cranial nerves in the midbrain,DHBA:12195,DHBA
EW,#56A1BB,2476,DHBA:12197,Edinger-Westphal nucleus (accessory oculomotor nucleus),DHBA:12196,DHBA
3N,#478599,2477,DHBA:12198,oculomotor nucleus,DHBA:12196,DHBA
3AM,#478599,2478,DHBA:12199,anterior median oculomotor nucleus,DHBA:12198,DHBA
3CC,#478599,2479,DHBA:12200,caudal central oculomotor nucleus,DHBA:12198,DHBA
3C,#478599,2480,DHBA:12201,central oculomotor nucleus,DHBA:12198,DHBA
3D,#478599,2481,DHBA:12202,dorsal oculomotor nucleus,DHBA:12198,DHBA
3M,#478599,2482,DHBA:12204,medial oculomotor nucleus,DHBA:12198,DHBA
3Vn,#478599,2483,DHBA:12205,ventral oculomotor nucleus,DHBA:12198,DHBA
4N,#478599,2484,DHBA:12206,trochlear nucleus,DHBA:12196,DHBA
S4N,#478599,2485,DHBA:13235,supratrochlear nucleus,DHBA:12196,DHBA
MAN,#56A1BB,2486,DHBA:12207,afferent nuclei of the cranial nerves in midbrain,DHBA:12195,DHBA
Me5,#4D8DA3,2487,DHBA:12208,mesencephalic trigeminal nucleus,DHBA:12207,DHBA
PAG,#8EBDCD,2488,DHBA:12209,periaqueductal gray substance,DHBA:12195,DHBA
PAGD,#7EB3C9,2489,DHBA:12210,"periaqueductal gray substance, dorsolateral portion",DHBA:12209,DHBA
PAGdm,#56A1BB,2490,DHBA:12211,"periaqueductal gray substance,dorsomedial division",DHBA:12210,DHBA
PAGdl,#56A1BB,2491,DHBA:12212,"periaqueductal gray substance, dorsolateral division",DHBA:12210,DHBA
PAGl,#56A1BB,2492,DHBA:12213,"periaqueductal gray substance, lateral division",DHBA:12210,DHBA
PAGvl,#56A1BB,2493,DHBA:12214,"periaqueductal gray substance, ventrolateral division",DHBA:12210,DHBA
PAGpl,#56A1BB,2494,DHBA:12215,"periaqueductal gray substance, pleioglial division",DHBA:12210,DHBA
PAGV,#6CA9BF,2495,DHBA:12216,"periaqueductal gray substance, ventral portion",DHBA:12209,DHBA
DRc,#5298AE,2496,DHBA:12217,cap of dorsal raphe nucleus,DHBA:12216,DHBA
Dk,#5298AE,2497,DHBA:12218,nucleus of Darkschewitsch,DHBA:12216,DHBA
PC3,#5298AE,2498,DHBA:12219,parvicellular oculomotor nucleus,DHBA:12216,DHBA
Su3C,#5298AE,2499,DHBA:12220,supraoculomotor cap,DHBA:12216,DHBA
Su3,#5298AE,2500,DHBA:12221,supraoculomotor nucleus,DHBA:12216,DHBA
MRa,#7EB3C9,2501,DHBA:12222,midbrain raphe nuclei,DHBA:12195,DHBA
DR,#6CA9BF,2502,DHBA:12223,dorsal raphe nucleus,DHBA:12222,DHBA
DRC,#5298AE,2503,DHBA:12224,"dorsal raphe nucleus, caudal part",DHBA:12223,DHBA
DRD,#5298AE,2504,DHBA:12225,"dorsal raphe nucleus, dorsal part",DHBA:12223,DHBA
DRI,#5298AE,2505,DHBA:12226,"dorsal raphe nucleus, interfascicular part",DHBA:12223,DHBA
DRL,#5298AE,2506,DHBA:12227,"dorsal raphe nucleus, lateral part",DHBA:12223,DHBA
DRV,#5298AE,2507,DHBA:12228,"dorsal raphe nucleus, ventral part",DHBA:12223,DHBA
DRVL,#5298AE,2508,DHBA:12229,"dorsal raphe nucleus, ventrolateral part",DHBA:12223,DHBA
Lin,#56A1BB,2509,DHBA:12230,linear nucleus of the midbrain,DHBA:12222,DHBA
CLiZ,#5298AE,2510,DHBA:12231,caudal linear nucleus of the raphe,DHBA:12230,DHBA
CLinAz,#5298AE,2511,DHBA:12232,"caudal linear nucleus of the raphe, azygos part",DHBA:12231,DHBA
CLinZ,#5298AE,2512,DHBA:12233,"caudal linear nucleus of the raphe, zygos part",DHBA:12231,DHBA
RLin,#5298AE,2513,DHBA:12234,rostral linear nucleus of the raphe,DHBA:12230,DHBA
MnR,#56A1BB,2514,DHBA:12235,median raphe nucleus,DHBA:12222,DHBA
PMnR,#56A1BB,2515,DHBA:12236,paramedian raphe nucleus,DHBA:12222,DHBA
PDR,#56A1BB,2516,DHBA:12237,posterodorsal raphe nucleus,DHBA:12222,DHBA
Rbd,#56A1BB,2517,DHBA:12238,rhabdoid nucleus,DHBA:12222,DHBA
isRt,#6CA9BF,2518,DHBA:15547,isthmic reticular formation,DHBA:12195,DHBA
MRF,#56A1BB,2519,DHBA:12239,midbrain reticular formation,DHBA:12195,DHBA
CnF,#56A1BB,2520,DHBA:12240,cuneiform nucleus,DHBA:12239,DHBA
PrCnF,#56A1BB,2521,DHBA:12241,precuneiform area,DHBA:12239,DHBA
U,#56A1BB,2522,DHBA:12242,nucleus U,DHBA:12239,DHBA
PTg,#5298AE,2523,DHBA:12243,pedunculo(pontine) tegmental  nucleus,DHBA:12239,DHBA
PTgC,#5298AE,2524,DHBA:12244,"pedunculo(pontine) tegmental  nucleus, compact part",DHBA:12243,DHBA
PTgD,#5298AE,2525,DHBA:12245,"pedunculo(pontine) tegmental  nucleus, dissipated part",DHBA:12243,DHBA
SubCn,#56A1BB,2526,DHBA:12246,subcuneiform nucleus,DHBA:12239,DHBA
Lth,#56A1BB,2527,DHBA:15548,lithoid nucleus,DHBA:12239,DHBA
RN,#6CA9BF,2528,DHBA:12247,red nucleus,DHBA:12195,DHBA
RNdm,#5298AE,2529,DHBA:12248,"red nucleus, dorsomedial part",DHBA:12247,DHBA
RNmc,#4D8DA3,2530,DHBA:12249,"red nucleus, magnocellular part",DHBA:12247,DHBA
RNpc,#56A1BB,2531,DHBA:12250,"red nucleus, parvicellular part",DHBA:12247,DHBA
SN,#6CA9BF,2532,DHBA:12251,substantia nigra,DHBA:12195,DHBA
SNC,#43808F,2533,DHBA:12252,"substantia nigra, compact part",DHBA:12251,DHBA
SNCd,#43808F,2534,DHBA:12253,"substantia nigra, compact part, dorsal subdivision",DHBA:12252,DHBA
SNCm,#43808F,2535,DHBA:12254,"substantia nigra, compact part, medial subdivision",DHBA:12252,DHBA
SNCv,#43808F,2536,DHBA:12255,"substantia nigra, compact part, ventral subdivision",DHBA:12252,DHBA
SNL,#478599,2537,DHBA:12257,"substantia nigra, lateral part",DHBA:12251,DHBA
SNR,#6CA9BF,2538,DHBA:12259,"substantia nigra, reticular part",DHBA:12251,DHBA
VTR,#8EBDCD,2539,DHBA:146034938,ventral tegmental region of midbrain,DHBA:12195,DHBA
VTA,#7EB3C9,2540,DHBA:12261,ventral tegmental area,DHBA:146034938,DHBA
IF,#56A1BB,2541,DHBA:12262,interfascicular nucleus,DHBA:146034938,DHBA
PBP,#56A1BB,2542,DHBA:12263,parabrachial pigmented nucleus,DHBA:146034938,DHBA
PIF,#56A1BB,2543,DHBA:12264,parainterfascicular nucleus,DHBA:146034938,DHBA
PaN,#5298AE,2544,DHBA:12265,paranigral nucleus,DHBA:146034938,DHBA
IP,#8EBDCD,2545,DHBA:12270,interpeduncular nucleus,DHBA:12195,DHBA
IPa,#6CA9BF,2546,DHBA:12271,"interpeduncular nucleus, apical subnucleus",DHBA:12270,DHBA
IPc,#6CA9BF,2547,DHBA:12272,"interpeduncular nucleus, caudal subnucleus",DHBA:12270,DHBA
IPdm,#6CA9BF,2548,DHBA:12273,"interpeduncular nucleus, dorsomedial subnucleus",DHBA:12270,DHBA
IPi,#6CA9BF,2549,DHBA:12274,"interpeduncular nucleus, intermediate subnucleus",DHBA:12270,DHBA
IPl,#6CA9BF,2550,DHBA:12275,"interpeduncular nucleus, lateral subnucleus",DHBA:12270,DHBA
IPr,#6CA9BF,2551,DHBA:12276,"interpeduncular nucleus, rostral subnucleus",DHBA:12270,DHBA
XMTg,#7EB3C9,2552,DHBA:12277,other nuclei in midbrain tegmentum,DHBA:12195,DHBA
CeMe,#5298AE,2553,DHBA:15549,central mesencephalic nucleus,DHBA:12277,DHBA
CTF,#6CA9BF,2554,DHBA:15550,central tegmental field,DHBA:12277,DHBA
DA8,#5298AE,2555,DHBA:15551,dopamine cells A8,DHBA:12277,DHBA
I3,#478599,2556,DHBA:12203,interoculomotor nucleus,DHBA:12277,DHBA
InC,#5298AE,2557,DHBA:12278,interstitial nucleus of Cajal,DHBA:12277,DHBA
Lt,#56A1BB,2558,DHBA:13236,lateral terminal nucleus of accessory optic tract,DHBA:12277,DHBA
MCPC,#56A1BB,2559,DHBA:12279,magnocellular nucleus of the posterior commissure,DHBA:12277,DHBA
MA3,#56A1BB,2560,DHBA:12280,medial accessory oculomotor nucleus,DHBA:12277,DHBA
MiTg,#6CA9BF,2561,DHBA:12281,microcellular tegmental nucleus,DHBA:12277,DHBA
p1Rt,#5298AE,2562,DHBA:15552,p1 reticular formation,DHBA:12277,DHBA
PaC,#6CA9BF,2563,DHBA:12282,paracollicular tegmentum,DHBA:12277,DHBA
PaP,#5298AE,2564,DHBA:12283,parapeduncular nucleus,DHBA:12277,DHBA
Pa4,#56A1BB,2565,DHBA:12284,paratrochlear nucleus,DHBA:12277,DHBA
PP,#56A1BB,2566,DHBA:12285,peripeduncular nucleus,DHBA:12277,DHBA
PDTg,#5298AE,2567,DHBA:12286,posterodorsal tegmental nucleus,DHBA:12277,DHBA
PrC,#5298AE,2568,DHBA:12287,precommissural nucleus,DHBA:12277,DHBA
PrEW,#56A1BB,2569,DHBA:12288,pre-Edinger-Westphal nucleus,DHBA:12277,DHBA
RIs,#5298AE,2570,DHBA:15553,retroisthmic nucleus,DHBA:12277,DHBA
RRF,#5298AE,2571,DHBA:12289,retrorubral field,DHBA:12277,DHBA
SubB,#5298AE,2572,DHBA:12290,subbrachial nucleus,DHBA:12277,DHBA
MTc,#8EBDCD,2573,DHBA:12291,midbrain tectum,DHBA:10649,DHBA
SC,#7EB3C9,2574,DHBA:12292,superior colliculus,DHBA:12291,DHBA
SCS,#56A1BB,2575,DHBA:12293,superficial layer of superior colliculus,DHBA:12292,DHBA
SCSon,#8EBDCD,2576,DHBA:12294,optic nerve layer of superior colliculus,DHBA:12293,DHBA
SCSg,#56A1BB,2577,DHBA:12295,superficial gray layer of superior colliculus,DHBA:12293,DHBA
SCSw,#8EBDCD,2578,DHBA:12296,superficial white layer of superior colliculus,DHBA:12293,DHBA
SCSz,#6CA9BF,2579,DHBA:12297,zonal layer of superior colliculus,DHBA:12293,DHBA
SCI,#7EB3C9,2580,DHBA:12298,intermediate layer of the superior colliculus,DHBA:12292,DHBA
SCIg,#56A1BB,2581,DHBA:12299,intermediate gray layer of superior colliculus,DHBA:12298,DHBA
SCIw,#7EB3C9,2582,DHBA:12300,intermediate white layer of superior colliculus,DHBA:12298,DHBA
SCD,#7EB3C9,2583,DHBA:12301,deep layer of colliculus,DHBA:12292,DHBA
SCDg,#56A1BB,2584,DHBA:12302,deep gray layer of superior colliculus,DHBA:12301,DHBA
SCDw,#7EB3C9,2585,DHBA:12303,deep white layer of superior colliculus,DHBA:12301,DHBA
BrSC,#56A1BB,2586,DHBA:12304,nucleus of branchium of superior colliculus,DHBA:12292,DHBA
IC,#7EB3C9,2587,DHBA:12305,inferior colliculus,DHBA:12291,DHBA
CxIC,#6CA9BF,2588,DHBA:12306,cortex of inferior colliculus,DHBA:12305,DHBA
CICd,#56A1BB,2589,DHBA:12307,dorsal cortex of inferior colliculus,DHBA:12306,DHBA
CICe,#56A1BB,2590,DHBA:12308,external cortex of inferior colliculus,DHBA:12306,DHBA
CIC,#5298AE,2591,DHBA:12309,central nucleus of inferior colliculus,DHBA:12305,DHBA
ICN,#4E8EA3,2592,DHBA:266441689,intercollicular nucleus,DHBA:12291,DHBA
INPC,#56A1BB,2593,DHBA:12194,interstitial nucleus of posterior commissure,DHBA:12291,DHBA
MxTZ,#6CA9BF,2594,DHBA:12310,matrix layer of the tectal zone,DHBA:12291,DHBA
BrIC,#56A1BB,2595,DHBA:12311,nucleus of the brachium of inferior colliculus,DHBA:12291,DHBA
PBG,#5298AE,2596,DHBA:12312,parabigeminal nucleus,DHBA:12291,DHBA
Sag,#56A1BB,2597,DHBA:12313,sagulum nucleus,DHBA:12291,DHBA
SCO,#87281A,2598,DHBA:12101,subcommissural organ,DHBA:12291,DHBA
MTS,#A78D8D,2599,DHBA:12314,transient structures of midbrain,DHBA:10649,DHBA
MNM,#A78D8D,2600,DHBA:12315,mesencephalic neuromere (mesomere),DHBA:12314,DHBA
M-1,#937B7C,2601,DHBA:12316,mesomere 1,DHBA:12315,DHBA
M-2,#937B7C,2602,DHBA:12317,mesomere 2,DHBA:12315,DHBA
MZM,#CDBABA,2603,DHBA:12326,marginal zone of midbrain,DHBA:12314,DHBA
IZM,#9C8383,2604,DHBA:12319,intermediate (mantle) zone of midbrain,DHBA:12314,DHBA
IZMro,#937B7C,2605,DHBA:12320,roof plate of midbrain,DHBA:12319,DHBA
IZMal,#937B7C,2606,DHBA:12321,alar plate (tectal zone) of midbrain,DHBA:12319,DHBA
IZMba,#937B7C,2607,DHBA:12322,basal plate of midbrain,DHBA:12319,DHBA
IZMbam,#937B7C,2608,DHBA:12323,medial tegmental zone,DHBA:12322,DHBA
IZMbal,#937B7C,2609,DHBA:12324,lateral tegmental zone,DHBA:12322,DHBA
IZMfl,#9C8383,2610,DHBA:12325,floor plate of midbrain,DHBA:12319,DHBA
VZM,#81696B,2611,DHBA:12318,ventricular (matrix) zone of midbrain,DHBA:12314,DHBA
MWM,#F2F1F0,2612,DHBA:10650,white matter of midbrain,DHBA:10648,DHBA
bic,#F2F1F0,2613,DHBA:12327,brachium of inferior colliculus,DHBA:10650,DHBA
bsc,#F2F1F0,2614,DHBA:12328,brachium of superior colliculus,DHBA:10650,DHBA
ctg-m,#F2F1F0,2615,DHBA:12329,"central tegmental tract, midbrain portion",DHBA:10650,DHBA
cpd,#F2F1F0,2616,DHBA:12330,cerebral peduncle (crus cerebri),DHBA:10650,DHBA
cpn-m,#F2F1F0,2617,DHBA:12331,"corticopontine fibers, midbrain portion",DHBA:12330,DHBA
fpn-m,#F2F1F0,2618,DHBA:266441693,"frontal pontine fibers, midbrain portion",DHBA:12331,DHBA
potpn-m,#F2F1F0,2619,DHBA:266441697,"parieto-occipito-temporal pontine fibers, midbrain portion",DHBA:12331,DHBA
py-m,#F2F1F0,2620,DHBA:12332,"pyramidal tract, midbrain portion",DHBA:12330,DHBA
cbu-m,#F2F1F0,2621,DHBA:266441701,"corticobulbar tract, midbrain portion",DHBA:12330,DHBA
cmic,#F2F1F0,2622,DHBA:12333,commissure of inferior colliculus,DHBA:10650,DHBA
cme,#F2F1F0,2623,DHBA:12335,corticomesencephalic fibers,DHBA:10650,DHBA
xrsp,#F2F1F0,2624,DHBA:12336,decussation of  rubrospinal tract,DHBA:10650,DHBA
xscp,#F2F1F0,2625,DHBA:12337,decussation of superior cerebellar peduncle,DHBA:10650,DHBA
x4,#F2F1F0,2626,DHBA:12338,decussation of trochlear nerve fibers,DHBA:10650,DHBA
dlf-m,#F2F1F0,2627,DHBA:12339,"dorsal longitudinal fasciculus, midbrain portion",DHBA:10650,DHBA
xdtg,#F2F1F0,2628,DHBA:12340,dorsal tegmental decussation,DHBA:10650,DHBA
dtth-m,#F2F1F0,2629,DHBA:12341,"dorsal trigeminothalamic tract, midbrain portion",DHBA:10650,DHBA
fr,#F2F1F0,2630,DHBA:12342,fasciculus retroflexus (habenuno-interpeduncular tract),DHBA:10650,DHBA
hysp-m,#F2F1F0,2631,DHBA:12343,"hypothalamospinal fibers, midbrain portion",DHBA:10650,DHBA
iptg,#F2F1F0,2632,DHBA:12344,interpedunculotegmental tract,DHBA:10650,DHBA
issp-m,#F2F1F0,2633,DHBA:12345,"interstitiospinal tract, midbrain portion",DHBA:10650,DHBA
ll-m,#F2F1F0,2634,DHBA:12346,"lateral lemniscus, midbrain portion",DHBA:10650,DHBA
ml-m,#F2F1F0,2635,DHBA:12347,"medial lemniscus, midbrain portion",DHBA:10650,DHBA
mlf-m,#F2F1F0,2636,DHBA:12348,"medial longitudinal fasciculus, midbrain portion",DHBA:10650,DHBA
mtg-m,#F2F1F0,2637,DHBA:12349,"medial tegmental tract, midbrain portion",DHBA:10650,DHBA
me5-m,#F2F1F0,2638,DHBA:12350,"mesencephalic trigeminal tract, midbrain portion",DHBA:10650,DHBA
poc,#F2F1F0,2639,DHBA:10567,posterior commissure,DHBA:10650,DHBA
rubu-m,#F2F1F0,2640,DHBA:12351,"rubrobulbar (rubronuclear) tract, midbrain portion",DHBA:10650,DHBA
rol-m,#F2F1F0,2641,DHBA:12334,"rubro-olivary tract, midbrain portion",DHBA:10650,DHBA
rsp-m,#F2F1F0,2642,DHBA:12352,"rubrospinal tract, midbrain portion",DHBA:10650,DHBA
sl-m,#F2F1F0,2643,DHBA:12353,"spinal lemniscus, midbrain portion",DHBA:10650,DHBA
scp,#F2F1F0,2644,DHBA:12354,superior cerebellar peduncle (brachium conjunctivum),DHBA:10650,DHBA
cbru,#F2F1F0,2645,DHBA:12355,cerebellorubral tract,DHBA:12354,DHBA
cbth,#F2F1F0,2646,DHBA:12356,cerebellothalamic tract,DHBA:12354,DHBA
dtth,#F2F1F0,2647,DHBA:12357,dentatothalamic tract,DHBA:12354,DHBA
geru,#F2F1F0,2648,DHBA:12358,globose-emboliform-rubral tract,DHBA:12354,DHBA
rucb,#F2F1F0,2649,DHBA:12359,rubrocerebellar fibers,DHBA:12354,DHBA
tcb,#F2F1F0,2650,DHBA:12360,tectocerebellar fibers,DHBA:12354,DHBA
vscb-m,#F2F1F0,2651,DHBA:12361,"ventral spinocerebellar tract, midbrain portion",DHBA:12354,DHBA
tbu-m,#F2F1F0,2652,DHBA:12362,"tectobulbar tract, midbrain portion",DHBA:10650,DHBA
tol,#F2F1F0,2653,DHBA:12363,tecto-olivary fibers,DHBA:10650,DHBA
tpn,#F2F1F0,2654,DHBA:12364,tectopontine tract,DHBA:10650,DHBA
tsp-m,#F2F1F0,2655,DHBA:12365,"tectospinal tract, midbrain portion",DHBA:10650,DHBA
xvtg,#F2F1F0,2656,DHBA:12366,ventral tegmental decussation,DHBA:10650,DHBA
vtth-m,#F2F1F0,2657,DHBA:12367,"ventral trigeminothalamic tract, midbrain portion",DHBA:10650,DHBA
wmtg,#F2F1F0,2658,DHBA:12368,white matter of tegmentum,DHBA:10650,DHBA
MV,#231F20,2659,DHBA:10651,ventricle of midbrain,DHBA:10648,DHBA
Aq,#231F20,2660,DHBA:12369,cerebral aqueduct,DHBA:10651,DHBA
MSS,#C8C9CA,2661,DHBA:10652,surface structures of midbrain,DHBA:10648,DHBA
fsmv,#D0D0D1,2662,DHBA:12370,frenulum of the superior medullary velum,DHBA:10652,DHBA
ipf,#D0D0D1,2663,DHBA:12371,interpeduncular fossa,DHBA:10652,DHBA
pops,#D0D0D1,2664,DHBA:12372,posterior perforated substance,DHBA:12371,DHBA
icr,#6D6E70,2665,DHBA:12373,infracollicular recess,DHBA:10652,DHBA
ocs,#6D6E70,2666,DHBA:12374,oculomotor sulcus,DHBA:10652,DHBA
qgb,#D0D0D1,2667,DHBA:12375,quadrigeminal body,DHBA:10652,DHBA
r3,#D0D0D1,2668,DHBA:12376,root of oculomotor nerve,DHBA:10652,DHBA
r4,#D0D0D1,2669,DHBA:12377,root of trochlear nerve,DHBA:10652,DHBA
trill,#D0D0D1,2670,DHBA:12378,trigone of lateral lemniscus (acoustic trigone),DHBA:10652,DHBA
mbv,#5A1A21,2671,DHBA:266441705,blood vessels of midbrain,DHBA:10648,DHBA
H,#CAD7EE,2672,DHBA:10653,hindbrain (rhombencephalon),DHBA:10155,DHBA
HGM,#CAD7EE,2673,DHBA:10654,gray matter of the hindbrain,DHBA:10653,DHBA
Met,#B3C8E7,2674,DHBA:10655,metencephalon,DHBA:10654,DHBA
CB,#9EBAE1,2675,DHBA:10656,cerebellum,DHBA:10655,DHBA
CBC,#89ADDB,2676,DHBA:10657,cerebellar cortex,DHBA:10656,DHBA
CBV,#76A2D5,2677,DHBA:10658,cerebellar vermis,DHBA:10657,DHBA
VeA,#3E80BA,2678,DHBA:12379,"vermis, anterior lobe portion",DHBA:10658,DHBA
VeAm,#E1E8F6,2679,DHBA:13237,molecular layer of VeA,DHBA:12379,DHBA
VeAp,#4A8ECC,2680,DHBA:13238,Purkinje cell layer of VeA,DHBA:12379,DHBA
VeAg,#115A95,2681,DHBA:13239,granular cell layer of VeA,DHBA:12379,DHBA
VePo,#3272AE,2682,DHBA:12380,"vermis, posterior lobe portion",DHBA:10658,DHBA
VePs,#3272AE,2683,DHBA:12381,"vermis, posterior lobe portion, superior part",DHBA:12380,DHBA
VePsm,#E1E8F6,2684,DHBA:13240,molecular layer of VePs,DHBA:12381,DHBA
VePsp,#3E80BA,2685,DHBA:13241,Purkinje cell layer of VePs,DHBA:12381,DHBA
VePsg,#064F88,2686,DHBA:13242,granular cell layer of VePs,DHBA:12381,DHBA
VePi,#3272AE,2687,DHBA:12382,"vermis, posterior lobe portion, inferior part",DHBA:12380,DHBA
VePim,#E1E8F6,2688,DHBA:13243,molecular layer of VePi,DHBA:12382,DHBA
VePip,#3E80BA,2689,DHBA:13244,Purkinje cell layer of VePi,DHBA:12382,DHBA
VePig,#064F88,2690,DHBA:13245,granular cell layer of VePi,DHBA:12382,DHBA
VeF,#4A8ECC,2691,DHBA:12383,"vermis, flocculonodular lobe portion (nodulus)",DHBA:10658,DHBA
VeFm,#E1E8F6,2692,DHBA:13246,molecular layer of VeF,DHBA:12383,DHBA
VeFp,#6197D0,2693,DHBA:13247,Purkinje cell layer of VeF,DHBA:12383,DHBA
VeFg,#2366A1,2694,DHBA:13248,granular cell layer of VeF,DHBA:12383,DHBA
CBH,#6197D0,2695,DHBA:10659,cerebellar hemisphere,DHBA:10657,DHBA
CBPV,#4A8ECC,2696,DHBA:12384,paravermis of cerebellum,DHBA:10659,DHBA
PVA,#3272AE,2697,DHBA:12385,"paravermis, anterior lobe portion",DHBA:12384,DHBA
PVAm,#E1E8F6,2698,DHBA:13249,molecular layer of PVA,DHBA:12385,DHBA
PVAp,#3E80BA,2699,DHBA:13250,Purkinje cell layer of PVA,DHBA:12385,DHBA
PVAg,#064F88,2700,DHBA:13251,granular cell layer of PVA,DHBA:12385,DHBA
PVP,#3272AE,2701,DHBA:12386,"paravermis, posterior lobe portion",DHBA:12384,DHBA
PVPs,#3272AE,2702,DHBA:12387,"paravermis, posterior lobe portion, superior part",DHBA:12386,DHBA
PVPsm,#E1E8F6,2703,DHBA:13252,molecular layer of PVPs,DHBA:12387,DHBA
PVPsp,#3E80BA,2704,DHBA:13253,Purkinje cell layer of PVPs,DHBA:12387,DHBA
PVPsg,#064F88,2705,DHBA:13254,granular cell layer of PVPs,DHBA:12387,DHBA
PVPi,#3272AE,2706,DHBA:12388,"paravermis, posterior lobe portion, inferior part",DHBA:12386,DHBA
PVPim,#E1E8F6,2707,DHBA:13255,molecular layer of PVPi,DHBA:12388,DHBA
PVPip,#3E80BA,2708,DHBA:13256,Purkinje cell layer of PVPi,DHBA:12388,DHBA
PVPig,#064F88,2709,DHBA:13257,granular cell layer of PVPi,DHBA:12388,DHBA
PVF,#3E80BA,2710,DHBA:12389,"paravermis, flocculonodular lobe portion",DHBA:12384,DHBA
PVFm,#E1E8F6,2711,DHBA:13258,molecular layer of PVF,DHBA:12389,DHBA
PVFp,#4A8ECC,2712,DHBA:13259,Purkinje cell layer of PVF,DHBA:12389,DHBA
PVFg,#115A95,2713,DHBA:13260,granular cell layer of PVF,DHBA:12389,DHBA
CBL,#4A8ECC,2714,DHBA:12390,lateral hemisphere of cerebellum,DHBA:10659,DHBA
CBLA,#3E80BA,2715,DHBA:12391,"lateral hemisphere, anterior lobe portion",DHBA:12390,DHBA
CBLAm,#E1E8F6,2716,DHBA:13261,molecular layer of CBLA,DHBA:12391,DHBA
CBLAp,#4A8ECC,2717,DHBA:13262,Purkinje cell layer of CBLA,DHBA:12391,DHBA
CBLAg,#115A95,2718,DHBA:13263,granular cell layer of CBLA,DHBA:12391,DHBA
CBLP,#2366A1,2719,DHBA:12392,"lateral hemisphere, posterior lobe portion",DHBA:12390,DHBA
CBLPs,#2366A1,2720,DHBA:12393,"lateral hemisphere, posterior lobe portion, superior part",DHBA:12392,DHBA
CBLPsm,#E1E8F6,2721,DHBA:13264,molecular layer of CBLPs,DHBA:12393,DHBA
CBLPsp,#3272AE,2722,DHBA:13265,Purkinje cell layer of CBLPs,DHBA:12393,DHBA
CBLPsg,#19457E,2723,DHBA:13266,granular cell layer of CBLPs,DHBA:12393,DHBA
CBLPi,#2366A1,2724,DHBA:12394,"lateral hemisphere, posterior lobe portion, inferior part",DHBA:12392,DHBA
CBLPim,#E1E8F6,2725,DHBA:13267,molecular layer of CBLPi,DHBA:12394,DHBA
CBLPip,#3272AE,2726,DHBA:13268,Purkinje cell layer of CBLPi,DHBA:12394,DHBA
CBLPig,#19457E,2727,DHBA:13269,granular cell layer of CBLPi,DHBA:12394,DHBA
CBLF,#3272AE,2728,DHBA:12395,"lateral hemisphere, flocculonodular lobe portion",DHBA:12390,DHBA
CBLFm,#E1E8F6,2729,DHBA:13270,molecular layer of CBLF,DHBA:12395,DHBA
CBLFp,#4A8ECC,2730,DHBA:13271,Purkinje cell layer of CBLF,DHBA:12395,DHBA
CBLFg,#064F88,2731,DHBA:13272,granular cell layer of CBLF,DHBA:12395,DHBA
CbDN,#3E80BA,2732,DHBA:10660,cerebellar deep nuclei,DHBA:10656,DHBA
DT,#19457E,2733,DHBA:12396,dentate (lateral) nucleus,DHBA:10660,DHBA
DTlv,#19457E,2734,DHBA:12397,"dentate nucleus, lateroventral part",DHBA:12396,DHBA
DTmd,#19457E,2735,DHBA:12398,"dentate nucleus, mediodorsal part",DHBA:12396,DHBA
InP,#115A95,2736,DHBA:12399,interpositus (intermediate) nucleus,DHBA:10660,DHBA
InPM,#115A95,2737,DHBA:12400,medial interpositus (globose) nucleus,DHBA:12399,DHBA
InPL,#115A95,2738,DHBA:12401,lateral interpositus (emboliform) nucleus,DHBA:12399,DHBA
Fas,#3272AE,2739,DHBA:12402,fastigial (medial) nucleus,DHBA:10660,DHBA
FasL,#3272AE,2740,DHBA:12403,"fastigial nucleus, lateral part",DHBA:12402,DHBA
FasM,#3272AE,2741,DHBA:12404,"fastigial nucleus, medial part",DHBA:12402,DHBA
BIcb,#19457E,2742,DHBA:267499207,basal interstitial nucleus of cerebellum,DHBA:10660,DHBA
Pn,#AFC3DB,2743,DHBA:10661,pons,DHBA:10655,DHBA
PnBa,#7893C7,2744,DHBA:12405,basilar part of pons,DHBA:10661,DHBA
PN,#6586BF,2745,DHBA:12406,pontine nucleus,DHBA:12405,DHBA
PNd,#4E78B0,2746,DHBA:12407,dorsal nucleus,DHBA:12406,DHBA
PNdl,#4E78B0,2747,DHBA:12408,dorsolateral nucleus,DHBA:12406,DHBA
PNdm,#4E78B0,2748,DHBA:12409,dorsomedial nucleus,DHBA:12406,DHBA
PNl,#4E78B0,2749,DHBA:12410,lateral nucleus,DHBA:12406,DHBA
PNm,#4E78B0,2750,DHBA:12411,median nucleus,DHBA:12406,DHBA
PNpar,#4E78B0,2751,DHBA:12412,paramedian nucleus,DHBA:12406,DHBA
PNped,#4E78B0,2752,DHBA:12413,peduncular nucleus,DHBA:12406,DHBA
